source,text,answer,answer2
Laptop-ACOS/train.txt,giving lower stars for not realizing its limited capabilities is your own fault .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '1']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '1']]"
Laptop-ACOS/train.txt,i love the feel of a lighter os and can do many tasks using google / web based apps .,"[['OS#OPERATION_PERFORMANCE', '29,31', '2,6', '2']]","[['OS#OPERATION_PERFORMANCE', 'os', 'love', '2']]"
Laptop-ACOS/train.txt,i can live with the so - so touchpad since the rest of it feels solid / sturdy .,"[['KEYBOARD#USABILITY', '28,36', '20,27', '1'], ['LAPTOP#DESIGN_FEATURES', '28,36', '64,69', '2'], ['LAPTOP#DESIGN_FEATURES', '28,36', '72,78', '2']]","[['KEYBOARD#USABILITY', 'touchpad', 'so - so', '1'], ['LAPTOP#DESIGN_FEATURES', 'touchpad', 'solid', '2'], ['LAPTOP#DESIGN_FEATURES', 'touchpad', 'sturdy', '2']]"
Laptop-ACOS/train.txt,"yes , this chromebook comes with the android app store pre - installed .","[['LAPTOP#DESIGN_FEATURES', '11,21', '-1,-1', '1']]","[['LAPTOP#DESIGN_FEATURES', 'chromebook', None, '1']]"
Laptop-ACOS/train.txt,"although 4 gigs of ram doesn ' t seem like a lot to some of us , because of the simple software , it is very fast with no lag .","[['MEMORY#QUALITY', '19,22', '-1,-1', '1'], ['SOFTWARE#DESIGN_FEATURES', '87,95', '80,86', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '109,113', '2']]","[['MEMORY#QUALITY', 'ram', None, '1'], ['SOFTWARE#DESIGN_FEATURES', 'software', 'simple', '2'], ['LAPTOP#OPERATION_PERFORMANCE', None, 'fast', '2']]"
Laptop-ACOS/train.txt,"my wife upgraded from the 2 gigs of ram version to this , and it seems like there is more than twice the performance .","[['MEMORY#DESIGN_FEATURES', '36,39', '-1,-1', '2']]","[['MEMORY#DESIGN_FEATURES', 'ram', None, '2']]"
Laptop-ACOS/train.txt,the screen is pleasantly satisfying with the touch screen and foldability .,"[['DISPLAY#DESIGN_FEATURES', '51,57', '14,24', '2'], ['DISPLAY#DESIGN_FEATURES', '51,57', '25,35', '2']]","[['DISPLAY#DESIGN_FEATURES', 'screen', 'pleasantly', '2'], ['DISPLAY#DESIGN_FEATURES', 'screen', 'satisfying', '2']]"
Laptop-ACOS/train.txt,"the power button is no longer on the keyboard , but is instead on the side of the machine which is fine .","[['LAPTOP#DESIGN_FEATURES', '4,16', '99,103', '2']]","[['LAPTOP#DESIGN_FEATURES', 'power button', 'fine', '2']]"
Laptop-ACOS/train.txt,"this machine , through her minimum time of using it , has already been so much faster for her to use .","[['LAPTOP#USABILITY', '5,12', '79,85', '2']]","[['LAPTOP#USABILITY', 'machine', 'faster', '2']]"
Laptop-ACOS/train.txt,i ' m amazed at this product that has the same build as the other acer chromebooks .,"[['LAPTOP#DESIGN_FEATURES', '21,28', '6,12', '2']]","[['LAPTOP#DESIGN_FEATURES', 'product', 'amazed', '2']]"
Laptop-ACOS/train.txt,"we are happy to be selling her old one we bought just a few months ago , in replacement of this new r11 !","[['LAPTOP#GENERAL', '100,103', '7,12', '2']]","[['LAPTOP#GENERAL', 'r11', 'happy', '2']]"
Laptop-ACOS/train.txt,"1st , i was shocked at how easy it was to set up .","[['LAPTOP#USABILITY', '42,48', '27,31', '2']]","[['LAPTOP#USABILITY', 'set up', 'easy', '2']]"
Laptop-ACOS/train.txt,in preparation for becoming a chromebook user i had purchased a 256 gig memory card and moved all my laptop files to it .,"[['MEMORY#GENERAL', '72,83', '-1,-1', '1']]","[['MEMORY#GENERAL', 'memory card', None, '1']]"
Laptop-ACOS/train.txt,it worked great .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '10,15', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'great', '2']]"
Laptop-ACOS/train.txt,every app i have downloaded from the google app store has worked perfectly .,"[['SOFTWARE#OPERATION_PERFORMANCE', '44,47', '65,74', '2']]","[['SOFTWARE#OPERATION_PERFORMANCE', 'app', 'perfectly', '2']]"
Laptop-ACOS/train.txt,"amazon , as well as the google suite of docs , sheets , slides , and photos work great .","[['SOFTWARE#OPERATION_PERFORMANCE', '0,6', '81,86', '2'], ['SOFTWARE#OPERATION_PERFORMANCE', '24,36', '81,86', '2']]","[['SOFTWARE#OPERATION_PERFORMANCE', 'amazon', 'great', '2'], ['SOFTWARE#OPERATION_PERFORMANCE', 'google suite', 'great', '2']]"
Laptop-ACOS/train.txt,"there nwere complaints regarding the lousy screen resolution , as well as the mouse pad not working well .","[['DISPLAY#OPERATION_PERFORMANCE', '43,60', '37,42', '0'], ['KEYBOARD#OPERATION_PERFORMANCE', '78,87', '88,104', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen resolution', 'lousy', '0'], ['KEYBOARD#OPERATION_PERFORMANCE', 'mouse pad', 'not working well', '0']]"
Laptop-ACOS/train.txt,this by far has been the easiest to set up and use .,"[['LAPTOP#USABILITY', '36,42', '25,32', '2']]","[['LAPTOP#USABILITY', 'set up', 'easiest', '2']]"
Laptop-ACOS/train.txt,it is fast and simple .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '6,10', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '15,21', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'fast', '2'], ['LAPTOP#OPERATION_PERFORMANCE', None, 'simple', '2']]"
Laptop-ACOS/train.txt,gates and this machine allows me to do this .,"[['LAPTOP#OPERATION_PERFORMANCE', '15,22', '-1,-1', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'machine', None, '2']]"
Laptop-ACOS/train.txt,"of course , i have only had this acer for a week .","[['LAPTOP#GENERAL', '33,37', '-1,-1', '1']]","[['LAPTOP#GENERAL', 'acer', None, '1']]"
Laptop-ACOS/train.txt,if something happens within 30 days i will return it but i will get another one .,"[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '1']]","[['LAPTOP#GENERAL', None, None, '1']]"
Laptop-ACOS/train.txt,i am very happy with my chromebook !,"[['LAPTOP#GENERAL', '24,34', '10,15', '2']]","[['LAPTOP#GENERAL', 'chromebook', 'happy', '2']]"
Laptop-ACOS/train.txt,very poor experience .,"[['LAPTOP#GENERAL', '-1,-1', '5,9', '0']]","[['LAPTOP#GENERAL', None, 'poor', '0']]"
Laptop-ACOS/train.txt,"customer service did not respond for almost a week , and i ended up paying + $ 20 in shipping to return the device .","[['SUPPORT#GENERAL', '0,16', '-1,-1', '0'], ['LAPTOP#GENERAL', '108,114', '-1,-1', '0']]","[['SUPPORT#GENERAL', 'customer service', None, '0'], ['LAPTOP#GENERAL', 'device', None, '0']]"
Laptop-ACOS/train.txt,"the screen just went blank and would not shut down , stayed in a cycle that would bring up some gray screen and then just turn itself into sleep mode .","[['DISPLAY#OPERATION_PERFORMANCE', '101,107', '-1,-1', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen', None, '0']]"
Laptop-ACOS/train.txt,it has been just over 6 months since purchasing this and it already needs a 500 fix .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,this model has a defect .,"[['LAPTOP#DESIGN_FEATURES', '5,10', '17,23', '0']]","[['LAPTOP#DESIGN_FEATURES', 'model', 'defect', '0']]"
Laptop-ACOS/train.txt,the screen blacks out and apple has refused to fix it .,"[['DISPLAY#OPERATION_PERFORMANCE', '4,10', '-1,-1', '0'], ['SUPPORT#QUALITY', '26,31', '-1,-1', '0']]","[['DISPLAY#OPERATION_PERFORMANCE', 'screen', None, '0'], ['SUPPORT#QUALITY', 'apple', None, '0']]"
Laptop-ACOS/train.txt,they have refused to fix it to date .,"[['SUPPORT#QUALITY', '-1,-1', '-1,-1', '0']]","[['SUPPORT#QUALITY', None, None, '0']]"
Laptop-ACOS/train.txt,not sure what the deal is but extremely disappointed .,"[['LAPTOP#GENERAL', '18,22', '40,52', '0']]","[['LAPTOP#GENERAL', 'deal', 'disappointed', '0']]"
Laptop-ACOS/train.txt,"the laptop is in great physical conditions , no scratches or anything , but certain actions run slowly , specifically any file read or write , like copying a document , uploading an image , creating a new file , etc .","[['LAPTOP#DESIGN_FEATURES', '4,10', '17,22', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '4,10', '96,102', '0']]","[['LAPTOP#DESIGN_FEATURES', 'laptop', 'great', '2'], ['LAPTOP#OPERATION_PERFORMANCE', 'laptop', 'slowly', '0']]"
Laptop-ACOS/train.txt,the other weird thing is a ` ` popping ` ` noise i keep getting when i use the tracking pad .,"[['HARDWARE#QUALITY', '79,91', '-1,-1', '0']]","[['HARDWARE#QUALITY', 'tracking pad', None, '0']]"
Laptop-ACOS/train.txt,it ' s a clicking or popping noise that comes from the left side speaker .,"[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '55,72', '-1,-1', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'left side speaker', None, '0']]"
Laptop-ACOS/train.txt,less than 90 days and the screen stopped working .,"[['DISPLAY#QUALITY', '26,32', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'screen', None, '0']]"
Laptop-ACOS/train.txt,i contacted the seller and they seemed like they could care less .,"[['SUPPORT#GENERAL', '16,22', '-1,-1', '0']]","[['SUPPORT#GENERAL', 'seller', None, '0']]"
Laptop-ACOS/train.txt,i bought this to save me money and now i wasted $ 700 to still have to go out and buy a new one .,"[['LAPTOP#QUALITY', '-1,-1', '-1,-1', '0'], ['LAPTOP#PRICE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#QUALITY', None, None, '0'], ['LAPTOP#PRICE', None, None, '0']]"
Laptop-ACOS/train.txt,however there are many issues with this computer on start up that really bothered me and made my experience with a mac not that great,"[['LAPTOP#QUALITY', '40,48', '73,81', '0'], ['LAPTOP#OPERATION_PERFORMANCE', '115,118', '119,133', '0']]","[['LAPTOP#QUALITY', 'computer', 'bothered', '0'], ['LAPTOP#OPERATION_PERFORMANCE', 'mac', 'not that great', '0']]"
Laptop-ACOS/train.txt,"as soon as i turned on the computer , it froze as i tried to sync information .","[['LAPTOP#OPERATION_PERFORMANCE', '27,35', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'computer', None, '0']]"
Laptop-ACOS/train.txt,"another problem i had was when i awakened my computer from sleeping , the wifi would not work .","[['PORTS#GENERAL', '74,78', '-1,-1', '0']]","[['PORTS#GENERAL', 'wifi', None, '0']]"
Laptop-ACOS/train.txt,"i fixed it , however it took intensive research to fix it .","[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/train.txt,"so if you want to buy this computer , make sure you ' re prepared for some early booting issues .","[['OS#GENERAL', '27,35', '-1,-1', '0']]","[['OS#GENERAL', 'computer', None, '0']]"
Laptop-ACOS/train.txt,i packaged it right back up and sent it back the same day i got it .,"[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/train.txt,i had this laptop for a little over a year and it worked well at first .,"[['LAPTOP#OPERATION_PERFORMANCE', '11,17', '57,61', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'laptop', 'well', '2']]"
Laptop-ACOS/train.txt,i only used it work my college school work and light browsing .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '1']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '1']]"
Laptop-ACOS/train.txt,apple told me that they ca n ' t order those screws so i basically threw my money away on this laptop .,"[['SUPPORT#GENERAL', '-1,-1', '-1,-1', '0'], ['LAPTOP#GENERAL', '95,101', '-1,-1', '0']]","[['SUPPORT#GENERAL', None, None, '0'], ['LAPTOP#GENERAL', 'laptop', None, '0']]"
Laptop-ACOS/train.txt,"unfortunately this macbook is part of the ` ` staingate ` ` series , i would not suggest to buy this as apple doesn ' t seem to care about customers buying a faulty product that is very expensive","[['LAPTOP#GENERAL', '165,172', '158,164', '0'], ['LAPTOP#PRICE', '165,172', '186,195', '0'], ['COMPANY#QUALITY', '104,109', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'product', 'faulty', '0'], ['LAPTOP#PRICE', 'product', 'expensive', '0'], ['COMPANY#QUALITY', 'apple', None, '0']]"
Laptop-ACOS/train.txt,"unfortunately , before i purchased it , i failed to research what the thunderbolt ports were .","[['PORTS#DESIGN_FEATURES', '70,87', '-1,-1', '0']]","[['PORTS#DESIGN_FEATURES', 'thunderbolt ports', None, '0']]"
Laptop-ACOS/train.txt,as it turned out the thunderbolt ports are of no use .,"[['PORTS#USABILITY', '21,38', '-1,-1', '0']]","[['PORTS#USABILITY', 'thunderbolt ports', None, '0']]"
Laptop-ACOS/train.txt,the machine looks amazing doesn ' t it !,"[['LAPTOP#GENERAL', '4,11', '18,25', '2']]","[['LAPTOP#GENERAL', 'machine', 'amazing', '2']]"
Laptop-ACOS/train.txt,"as the hours in your day wind down , they will tell you to go here and there , call you back , ultimately to find out that , ` ` i ' m sorry but we do not cover that ` ` .","[['SUPPORT#QUALITY', '-1,-1', '-1,-1', '0']]","[['SUPPORT#QUALITY', None, None, '0']]"
Laptop-ACOS/train.txt,"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .","[['COMPANY#GENERAL', '0,5', '13,20', '0'], ['LAPTOP#PRICE', '-1,-1', '48,53', '0'], ['LAPTOP#GENERAL', '-1,-1', '56,61', '0'], ['LAPTOP#GENERAL', '-1,-1', '72,80', '0']]","[['COMPANY#GENERAL', 'apple', 'ashamed', '0'], ['LAPTOP#PRICE', None, 'cheap', '0'], ['LAPTOP#GENERAL', None, 'lousy', '0'], ['LAPTOP#GENERAL', None, 'inferior', '0']]"
Laptop-ACOS/train.txt,"i ' m pretty sure i ordered the biggest size , and i got the smaller one , but whatever it shipped fast and it works great .","[['SHIPPING#GENERAL', '-1,-1', '99,103', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '117,122', '2']]","[['SHIPPING#GENERAL', None, 'fast', '2'], ['LAPTOP#OPERATION_PERFORMANCE', None, 'great', '2']]"
Laptop-ACOS/train.txt,have not heard any complaints about the product .,"[['LAPTOP#GENERAL', '40,47', '-1,-1', '2']]","[['LAPTOP#GENERAL', 'product', None, '2']]"
Laptop-ACOS/train.txt,apple told me to upgrade it to just buy the new one when they release it .,"[['COMPANY#GENERAL', '0,5', '-1,-1', '0']]","[['COMPANY#GENERAL', 'apple', None, '0']]"
Laptop-ACOS/train.txt,disappointed in reliability : used in a small business operated by my wife .,"[['LAPTOP#USABILITY', '-1,-1', '0,12', '0']]","[['LAPTOP#USABILITY', None, 'disappointed', '0']]"
Laptop-ACOS/train.txt,"if known ahead of time , we would have not purchased this machine .","[['LAPTOP#GENERAL', '58,65', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'machine', None, '0']]"
Laptop-ACOS/train.txt,apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,"[['COMPANY#GENERAL', '0,5', '21,30', '0'], ['LAPTOP#QUALITY', '46,54', '64,71', '0'], ['POWER_SUPPLY#QUALITY', '103,110', '-1,-1', '0']]","[['COMPANY#GENERAL', 'apple', 'wonderful', '0'], ['LAPTOP#QUALITY', 'computer', 'useless', '0'], ['POWER_SUPPLY#QUALITY', 'charger', None, '0']]"
Laptop-ACOS/train.txt,stop working the macbook pro,"[['LAPTOP#QUALITY', '17,28', '-1,-1', '0']]","[['LAPTOP#QUALITY', 'macbook pro', None, '0']]"
Laptop-ACOS/train.txt,hold on before you decide to pay $ 2500 for this laptop .,"[['LAPTOP#PRICE', '49,55', '-1,-1', '0']]","[['LAPTOP#PRICE', 'laptop', None, '0']]"
Laptop-ACOS/train.txt,"it turns out that it ' s not a stain , but the anti - reflective coating coming off .","[['LAPTOP#QUALITY', '47,72', '-1,-1', '0']]","[['LAPTOP#QUALITY', 'anti - reflective coating', None, '0']]"
Laptop-ACOS/train.txt,i went to the apple store and they said it would be 900 to fix .,"[['SUPPORT#PRICE', '14,25', '-1,-1', '0']]","[['SUPPORT#PRICE', 'apple store', None, '0']]"
Laptop-ACOS/train.txt,great aesthetics .,"[['LAPTOP#DESIGN_FEATURES', '6,16', '0,5', '2']]","[['LAPTOP#DESIGN_FEATURES', 'aesthetics', 'great', '2']]"
Laptop-ACOS/train.txt,"transferring files from a non - iphone phone , like android is extremely annoying .","[['SOFTWARE#PORTABILITY', '52,59', '73,81', '0']]","[['SOFTWARE#PORTABILITY', 'android', 'annoying', '0']]"
Laptop-ACOS/train.txt,"everytime the charger is on the laptop , my left wrist will always get stung when it touches the side of the chassis .","[['POWER_SUPPLY#QUALITY', '14,21', '-1,-1', '0']]","[['POWER_SUPPLY#QUALITY', 'charger', None, '0']]"
Laptop-ACOS/train.txt,ive researched this and it is very common and apple says it ' s normal .,"[['SUPPORT#GENERAL', '46,51', '-1,-1', '0']]","[['SUPPORT#GENERAL', 'apple', None, '0']]"
Laptop-ACOS/train.txt,- high resolution / dpi screen,"[['DISPLAY#DESIGN_FEATURES', '24,30', '2,6', '2']]","[['DISPLAY#DESIGN_FEATURES', 'screen', 'high', '2']]"
Laptop-ACOS/train.txt,- thin and relatively lite weight,"[['LAPTOP#DESIGN_FEATURES', '-1,-1', '2,6', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '22,26', '2']]","[['LAPTOP#DESIGN_FEATURES', None, 'thin', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'lite', '2']]"
Laptop-ACOS/train.txt,- fans run more often on the latest version .,"[['FANS&COOLING#GENERAL', '2,6', '-1,-1', '0']]","[['FANS&COOLING#GENERAL', 'fans', None, '0']]"
Laptop-ACOS/train.txt,"- for such a premium price , this is definitely the worst purchase quality wise that i have made .","[['LAPTOP#PRICE', '-1,-1', '13,20', '0'], ['LAPTOP#QUALITY', '-1,-1', '52,57', '0']]","[['LAPTOP#PRICE', None, 'premium', '0'], ['LAPTOP#QUALITY', None, 'worst', '0']]"
Laptop-ACOS/train.txt,the quality is terrible ( both versions ) for such a pricey product .,"[['LAPTOP#QUALITY', '-1,-1', '15,23', '0'], ['LAPTOP#PRICE', '60,67', '53,59', '0']]","[['LAPTOP#QUALITY', None, 'terrible', '0'], ['LAPTOP#PRICE', 'product', 'pricey', '0']]"
Laptop-ACOS/train.txt,this is not a new unit .,"[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/train.txt,i made the mistake of thinking it was new .,"[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/train.txt,i have had nothing but problems with my macbook connecting to my wifi from the beginning .,"[['LAPTOP#CONNECTIVITY', '40,47', '-1,-1', '0']]","[['LAPTOP#CONNECTIVITY', 'macbook', None, '0']]"
Laptop-ACOS/train.txt,"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?","[['LAPTOP#GENERAL', '19,26', '10,18', '0'], ['LAPTOP#PRICE', '35,45', '29,34', '0'], ['LAPTOP#QUALITY', '66,74', '55,65', '0'], ['SUPPORT#GENERAL', '98,114', '-1,-1', '0'], ['COMPANY#GENERAL', '152,157', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'product', 'horrible', '0'], ['LAPTOP#PRICE', 'components', 'cheap', '0'], ['LAPTOP#QUALITY', 'products', 'unreliable', '0'], ['SUPPORT#GENERAL', 'service location', None, '0'], ['COMPANY#GENERAL', 'apple', None, '0']]"
Laptop-ACOS/train.txt,it started throwing i / o errors ( log viewer ) and occasionally ` ` system error - 50 ` ` would show .,"[['PORTS#OPERATION_PERFORMANCE', '20,25', '-1,-1', '0']]","[['PORTS#OPERATION_PERFORMANCE', 'i / o', None, '0']]"
Laptop-ACOS/train.txt,"it would power on , start to boot , then abruptly power down .","[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,my macbook pro 15 ” can overheating when some do it !,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,your new retina screen will get stains on it from the top layer seperating and or dead pixels .,"[['DISPLAY#QUALITY', '9,22', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'retina screen', None, '0']]"
Laptop-ACOS/train.txt,overpriced low quality product .,"[['LAPTOP#PRICE', '23,30', '0,10', '0'], ['LAPTOP#QUALITY', '23,30', '11,14', '0']]","[['LAPTOP#PRICE', 'product', 'overpriced', '0'], ['LAPTOP#QUALITY', 'product', 'low', '0']]"
Laptop-ACOS/train.txt,"my laptop is affected by the staingate issue and apple denied responsibility , saying that it ' s a cosmetic problem caused by improper cleaning , yet there are thousands of reports on this .","[['LAPTOP#QUALITY', '3,9', '-1,-1', '0'], ['COMPANY#GENERAL', '49,54', '-1,-1', '0']]","[['LAPTOP#QUALITY', 'laptop', None, '0'], ['COMPANY#GENERAL', 'apple', None, '0']]"
Laptop-ACOS/train.txt,apple should be embarrassed .,"[['COMPANY#GENERAL', '0,5', '16,27', '0']]","[['COMPANY#GENERAL', 'apple', 'embarrassed', '0']]"
Laptop-ACOS/train.txt,"* excellent form factor , extremely portable while remaining a serious pro computer","[['LAPTOP#DESIGN_FEATURES', '71,83', '2,11', '2'], ['LAPTOP#PORTABILITY', '71,83', '36,44', '2']]","[['LAPTOP#DESIGN_FEATURES', 'pro computer', 'excellent', '2'], ['LAPTOP#PORTABILITY', 'pro computer', 'portable', '2']]"
Laptop-ACOS/train.txt,* incredible display,"[['DISPLAY#OPERATION_PERFORMANCE', '13,20', '2,12', '2']]","[['DISPLAY#OPERATION_PERFORMANCE', 'display', 'incredible', '2']]"
Laptop-ACOS/train.txt,* good keyboard,"[['KEYBOARD#GENERAL', '7,15', '2,6', '2']]","[['KEYBOARD#GENERAL', 'keyboard', 'good', '2']]"
Laptop-ACOS/train.txt,* decent selection of ports for its size,"[['PORTS#DESIGN_FEATURES', '22,27', '2,8', '2']]","[['PORTS#DESIGN_FEATURES', 'ports', 'decent', '2']]"
Laptop-ACOS/train.txt,* very weak wifi reception from the built - in antenna .,"[['PORTS#CONNECTIVITY', '12,16', '7,11', '0']]","[['PORTS#CONNECTIVITY', 'wifi', 'weak', '0']]"
Laptop-ACOS/train.txt,the machine is near - unusable out of the box .,"[['LAPTOP#OPERATION_PERFORMANCE', '4,11', '22,30', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'machine', 'unusable', '0']]"
Laptop-ACOS/train.txt,it stutters and pauses as you switch windows or use the ` ` show all windows ` ` or ` ` show desktop ` ` functions .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,"you have to ` ` increase contrast ` ` and ` ` reduce transparency ` ` in the accessibility options to make it perform ok , but with a ui that looks like s * * * .","[['SOFTWARE#DESIGN_FEATURES', '134,136', '153,160', '0']]","[['SOFTWARE#DESIGN_FEATURES', 'ui', 's * * *', '0']]"
Laptop-ACOS/train.txt,"paradoxically , this laptop is a ` ` pro ` ` .","[['LAPTOP#GENERAL', '21,27', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'laptop', None, '0']]"
Laptop-ACOS/train.txt,"sadly , apple is moving into fashion - - your laptop is no longer a performing athlete .","[['COMPANY#GENERAL', '8,13', '0,5', '0']]","[['COMPANY#GENERAL', 'apple', 'sadly', '0']]"
Laptop-ACOS/train.txt,had it for a week now and still finding things it can not do .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,this is a great computer .,"[['LAPTOP#GENERAL', '16,24', '10,15', '2']]","[['LAPTOP#GENERAL', 'computer', 'great', '2']]"
Laptop-ACOS/train.txt,but how expensive it is .,"[['LAPTOP#PRICE', '-1,-1', '8,17', '0']]","[['LAPTOP#PRICE', None, 'expensive', '0']]"
Laptop-ACOS/train.txt,i can not leave now because i need my computer fixed .,"[['LAPTOP#GENERAL', '38,46', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'computer', None, '0']]"
Laptop-ACOS/train.txt,beware that stains in the coating of the display have been detected in all of the macbook retina editions .,"[['DISPLAY#QUALITY', '41,48', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'display', None, '0']]"
Laptop-ACOS/train.txt,"however , after a couple of months the keyboard case started to crack at the corner .","[['KEYBOARD#QUALITY', '39,52', '-1,-1', '0']]","[['KEYBOARD#QUALITY', 'keyboard case', None, '0']]"
Laptop-ACOS/train.txt,update - 7 / 30 / 18 - exactly the same issue has occurred with a crack in the keyboard cover on the opposite side .,"[['KEYBOARD#QUALITY', '79,93', '-1,-1', '0']]","[['KEYBOARD#QUALITY', 'keyboard cover', None, '0']]"
Laptop-ACOS/train.txt,this device would be a good choice if it weren ' t so poorly constructed .,"[['LAPTOP#GENERAL', '5,11', '23,27', '2'], ['LAPTOP#QUALITY', '5,11', '54,60', '2']]","[['LAPTOP#GENERAL', 'device', 'good', '2'], ['LAPTOP#QUALITY', 'device', 'poorly', '2']]"
Laptop-ACOS/train.txt,i originally purchased this at the beginning of april after about a week it stopped charging ( would receive ` ` low power charger ` ` connected message and not charge ) .,"[['POWER_SUPPLY#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['POWER_SUPPLY#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/train.txt,i ended up returning it .,"[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/train.txt,my second asus chromebook has died .,"[['LAPTOP#GENERAL', '10,25', '30,34', '0']]","[['LAPTOP#GENERAL', 'asus chromebook', 'died', '0']]"
Laptop-ACOS/train.txt,but asus chromebooks have a fatsl flaw .,"[['LAPTOP#GENERAL', '4,20', '34,38', '0']]","[['LAPTOP#GENERAL', 'asus chromebooks', 'flaw', '0']]"
Laptop-ACOS/train.txt,"i was so excited to buy the asus chromebook , and bought some for my grandchildren .","[['LAPTOP#GENERAL', '28,43', '9,16', '2']]","[['LAPTOP#GENERAL', 'asus chromebook', 'excited', '2']]"
Laptop-ACOS/train.txt,"but this asus , who offered so much & rated over 4 stars , turned to a black screen , just over a month after i received it .","[['LAPTOP#OPERATION_PERFORMANCE', '9,13', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'asus', None, '0']]"
Laptop-ACOS/train.txt,"lo and behold , i hadn ' t read quite all of the 1 * reviews : the worst was a teacher who had ordered so many for her several classes and said ` ` i think the problem is with the motherboard .","[['MOTHERBOARD#QUALITY', '180,191', '67,72', '0']]","[['MOTHERBOARD#QUALITY', 'motherboard', 'worst', '0']]"
Laptop-ACOS/train.txt,we ' ve got android nougat on beta running pretty well now .,"[['OS#OPERATION_PERFORMANCE', '12,26', '50,54', '2']]","[['OS#OPERATION_PERFORMANCE', 'android nougat', 'well', '2']]"
